,uid,stemmed
1006,32768037,"[u'aaronbassett', u'peskygullscom', u'quit', u'cute', u'site', u'congratul', u'awesom', u'work']"
1007,32768037,"[u'aaronbassett', u'look', u'new', u'webhost', u'tri', u'us', u'wwwyurihostingcom', u'great', u'servic', u'littl', u'3', u'php5mysql', u'5']"
1008,32768037,"[u'doncav', u'arent', u'free', u'offer', u'qualiti', u'servic', u'low', u'300month', u'wwwyurihostingcom', u'check', u'us']"
1009,32768037,"[u'skeevi', u'cours', u'want', u'assum', u'stupid', u'custom', u'recommend', u'instal', u'sourc', u'will', u'help']"
1010,32768037,"[u'stuartoneil', u'can', u'host', u'offer', u'plan', u'start', u'300month', u'wwwyurihostingcom', u'great', u'reliabl']"
1011,32768037,"[u'jillelswick', u'hi', u'love', u'check', u'rate', u'wwwyurihostingcom', u'mayb', u'can', u'offer', u'host', u'need']"
1012,32768037,"[u'iainism', u'allow', u'porn', u'type', u'except', u'child', u'pornographi', u'youd', u'like', u'host', u'us', u'wwwyurihostingcom']"
1013,32768037,"[u'martib', u'look', u'better', u'webhost', u'awesom', u'packag', u'line', u'wwwyurihostingcom']"
1014,32768037,"[u'kickassgen', u'ill', u'suggest', u'us', u'let', u'know', u'live', u'chat', u'need', u'anyth', u'els', u'small', u'grow']"
1015,32768037,"[u'pearberri', u'mayb', u'meteor', u'plan', u'will', u'fit', u'need', u'3', u'month', u'lot', u'space']"
1016,32768037,"[u'yuri', u'host', u'offer', u'awesom', u'deal', u'1st', u'person', u'tweet', u'look', u'4', u'web', u'host', u'act', u'fast', u'great', u'deal', u'deal', u'contest', u'webhost']"
1017,32768037,"[u'yuri', u'host', u'offer', u'special', u'deal', u'first', u'person', u'tweet', u'look', u'web', u'host', u'act', u'fast', u'great', u'deal', u'deal', u'contest']"
1018,32768037,"[u'interrobangart', u'interest', u'switch', u'web', u'host', u'reliabl', u'host', u'offer', u'great', u'servic', u'wwwyurihostingcom']"
1019,32768037,"[u'jonesdlwa', u'offer', u'plan', u'start', u'300month', u'wwwyurihostingcom', u'great', u'reliabl']"
1020,32768037,"[u'kryz', u'kind', u'webhost', u'need', u'offer', u'great', u'servic', u'support', u'afford', u'price', u'wwwyurihostingcom', u'deal', u'webhost']"
1021,32768037,"[u'petebatt', u'still', u'look', u'better', u'webhost', u'offer', u'great', u'servic', u'afford', u'price', u'wwwyurihostingcom', u'deal', u'webhost']"
1022,32768037,"[u'sugargroupi', u'look', u'better', u'webhost', u'offer', u'great', u'servic', u'afford', u'price', u'wwwyurihostingcom', u'deal', u'webhost']"
1023,32768037,"[u'stephentaylor', u'look', u'better', u'webhost', u'offer', u'great', u'servic', u'afford', u'price', u'wwwyurihostingcom', u'deal', u'webhost']"
1024,32768037,"[u'webhost', u'host']"
1025,32768037,"[u'new', u'blog', u'post', u'ssh', u'access', u'valuabl', u'tip', u'part', u'2', u'webhost', u'host']"
1026,32768037,"[u'need', u'profession', u'qualiti', u'web', u'host', u'check', u'yuri', u'host', u'wwwyurihostingcom']"
1027,32768037,"[u'request', u'invit', u'tweetboard', u'alpha', u'140ware', u'site']"
1028,32768037,"[u'need', u'profession', u'qualiti', u'web', u'host', u'check', u'yuri', u'host', u'wwwyurihostingcom']"
1029,32768037,"[u'can', u'make', u'servic', u'better', u'featur', u'lower', u'price', u'someth', u'els', u'let', u'us', u'know', u'wwwyurihostingcom', u'opinion', u'webhost']"
1030,32768037,"[u'sorjei', u'check', u'us', u'wwwyurihostingcom', u'friendli', u'can', u'help', u'along', u'way', u'get', u'live', u'chat', u'discuss', u'possibl']"
1031,32768037,"[u'lhamil64', u'dont', u'mind', u'misunderstood', u'nice', u'give', u'need', u'can', u'googl', u'wave', u'invit']"
1032,71303208,"[u'know', u'good', u'event', u'come', u'buffalo', u'tweet', u'us', u'centerdinbuff', u'buffalo']"
1033,71303208,"[u'today', u'popular', u'groupfriendli', u'place', u'dunn', u'tire', u'park', u'buffalo', u'buffalo']"
1034,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'chocol', u'bar', u'buffalo', u'10', u'buffalo']"
1035,71303208,"[u'upcom', u'event', u'ron', u'hawkin', u'allendal', u'theatr', u'art', u'music', u'11142009', u'buffalo']"
1036,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'snooti', u'fox', u'loung', u'buffalo', u'10', u'buffalo']"
1037,71303208,"[u'today', u'popular', u'romant', u'place', u'sampl', u'restaur', u'buffalo', u'buffalo']"
1038,71303208,"[u'upcom', u'event', u'winter', u'festiv', u'light', u'11102009', u'buffalo']"
1039,71303208,"[u'what', u'favorit', u'restaur', u'buffalo', u'tweet', u'us', u'centerdinbuff', u'buffalo']"
1040,71303208,"[u'featur', u'place', u'hour', u'glass', u'america', u'williamsvil', u'buffalo']"
1041,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'mobay', u'buffalo', u'10', u'buffalo']"
1042,71303208,"[u'featur', u'place', u'glass', u'america', u'williamsvil', u'buffalo']"
1043,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'falafel', u'bar', u'buffalo', u'10', u'buffalo']"
1044,71303208,"[u'like', u'trat', u'aroma', u'gabriel', u'gate', u'rt', u'tonycitylov', u'centerdinbuff', u'trat', u'aromagabriel', u'gate']"
1045,71303208,"[u'rt', u'keithburti', u'centerdinbuff', u'decemb', u'2nd', u'social', u'media', u'busi', u'lunch', u'learn', u'keithburti', u'centerdinbuff', u'buffalo']"
1046,71303208,"[u'featur', u'place', u'hour', u'glass', u'america', u'west', u'seneca', u'buffalo']"
1047,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'marco', u'italian', u'deli', u'buffalo', u'3', u'promo', u'code', u'dine', u'buffalo']"
1048,71303208,"[u'today', u'popular', u'groupfriendli', u'place', u'sloan', u'villag', u'park', u'buffalo', u'buffalo']"
1049,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'tempo', u'buffalo', u'3', u'promo', u'code', u'dine', u'buffalo']"
1050,71303208,"[u'featur', u'place', u'glass', u'america', u'west', u'seneca', u'buffalo']"
1051,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'bob', u'john', u'la', u'hacienda', u'buffalo', u'3', u'promo', u'code', u'dine', u'buffalo']"
1052,71303208,"[u'featur', u'place', u'hour', u'glass', u'america', u'williamsvil', u'buffalo']"
1053,71303208,"[u'today', u'popular', u'romant', u'place', u'shanghai', u'red', u'buffalo', u'buffalo']"
1054,71303208,"[u'what', u'favorit', u'thing', u'buffalo', u'tweet', u'us', u'centerdinbuff', u'buffalo']"
1055,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'mode', u'urban', u'bistro', u'buffalo', u'3', u'promo', u'code', u'dine', u'buffalo']"
1056,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'torch', u'kenmor', u'3', u'promo', u'code', u'dine', u'buffalo']"
1057,71303208,"[u'today', u'popular', u'place', u'dunn', u'tire', u'park', u'bison', u'basebal', u'buffalo', u'buffalo']"
1058,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'cozumel', u'grill', u'buffalo', u'3', u'promo', u'code', u'dine', u'buffalo']"
1059,71303208,"[u'featur', u'place', u'glass', u'america', u'williamsvil', u'buffalo']"
1060,71303208,"[u'today', u'popular', u'groupfriendli', u'place', u'buffalo', u'zoolog', u'garden', u'buffalo', u'buffalo']"
1061,71303208,"[u'know', u'good', u'deal', u'buffalo', u'tweet', u'us', u'centerdinbuff', u'buffalo']"
1062,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'bob', u'john', u'la', u'hacienda', u'buffalo', u'3', u'promo', u'code', u'dine', u'buffalo']"
1063,71303208,"[u'upcom', u'event', u'neil', u'berg', u'101', u'year', u'broadway', u'11132009', u'buffalo']"
1064,71303208,"[u'upcom', u'event', u'ron', u'hawkin', u'vault', u'art', u'music', u'11132009', u'buffalo']"
1065,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'e', u'b', u'green', u'steakhous', u'buffalo', u'3', u'promo', u'code', u'dine', u'buffalo']"
1066,71303208,"[u'what', u'favorit', u'restaur', u'buffalo', u'tweet', u'us', u'centerdinbuff', u'buffalo']"
1067,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'macki', u'countrysid', u'inn', u'west', u'seneca', u'3', u'promo', u'code', u'dine', u'buffalo']"
1068,71303208,"[u'upcom', u'event', u'winter', u'festiv', u'light', u'1192009', u'buffalo']"
1069,71303208,"[u'upcom', u'event', u'kill', u'paradis', u'breath', u'carolinacash', u'cashsteven', u'jerzak', u'11132009', u'buffalo']"
1070,71303208,"[u'deal', u'hour', u'25', u'gift', u'certif', u'burgundi', u'room', u'rstrnt', u'loung', u'depew', u'3', u'promo', u'code', u'dine', u'buffalo']"
1071,71303208,"[u'today', u'popular', u'place', u'lafayett', u'tap', u'room', u'buffalo', u'buffalo']"
1072,31064106,"[u'chillen', u'boy', u'crib', u'laid', u'back', u'watch', u'good', u'ass', u'movi', u'drunk', u'lol']"
1073,31064106,"[u'pizza', u'hut', u'wilin', u'toni', u'bout', u'still', u'mountain', u'dew']"
1074,31064106,"[u'just', u'woke', u'got', u'go', u'get', u'meal', u'get', u'readi', u'work']"
1075,31064106,"[u'chang', u'plan', u'bout', u'call', u'night', u'fold', u'get', u'tire', u'lol']"
1076,31064106,"[u'bore', u'cant', u'sleep', u'dont', u'feel', u'like', u'talk', u'phone']"
1077,24117294,"[u'updat', u'old', u'post', u'manu', u'dibango', u'super', u'kumba', u'wasa', u'ndolo', u'atlant', u'1975']"
1078,24117294,"[u'rt', u'1percent', u'cybermonday', u'special', u'current', u'sneakasmok', u'purehemp', u'sw', u'new', u'everi', u'3hr', u'15', u'code', u'gt80']"
1079,24117294,[]
1080,24117294,[]
1081,24117294,[]
1082,24117294,[]
1083,24117294,[]
1084,24117294,"[u'updat', u'old', u'post', u'american', u'gypsi', u'angel', u'eye', u'chess', u'1975']"
1085,24117294,"[u'manu', u'dibango', u'super', u'kumba', u'wasa', u'ndolo', u'atlant', u'1975']"
1086,24117294,"[u'updat', u'old', u'post', u'funkadel', u'ill', u'bet', u'open', u'eye', u'westbound', u'1969']"
1087,24117294,"[u'updat', u'old', u'post', u'hustler', u'disco', u'babi', u'peopl', u'1975']"
1088,24117294,"[u'hustler', u'disco', u'babi', u'peopl', u'1975']"
1089,24117294,"[u'updat', u'old', u'post', u'american', u'gypsi', u'angel', u'eye', u'chess', u'1975']"
1090,24117294,"[u'updat', u'old', u'post', u'funkadel', u'ill', u'bet', u'open', u'eye', u'westbound', u'1969']"
1091,24117294,"[u'updat', u'old', u'post', u'alvin', u'cash', u'crawler', u'twine', u'time', u'bump', u'marvlu', u'1963']"
1092,24117294,"[u'updat', u'old', u'post', u'alvin', u'robinson', u'someth', u'got', u'searchin', u'tiger', u'1964']"
1093,24117294,"[u'updat', u'old', u'post', u'american', u'gypsi', u'angel', u'eye', u'chess', u'1975']"
1094,24117294,"[u'new', u'post']"
1095,24117294,"[u'new', u'post']"
1096,24117294,"[u'new', u'post']"
1097,24117294,[]
1098,24117294,[]
1099,24117294,[]
1100,24117294,[]
1101,24117294,[]
1102,24117294,"[u'brenda', u'tabul', u'there', u'will', u'part', u'top', u'bottom']"
1103,24117294,"[u'new', u'45', u'post']"
1104,24117294,"[u'new', u'post', u'lost', u'gener', u'brunswick']"
1105,24117294,"[u'stone', u'throw', u'fan', u'club', u'45', u'blog']"
1106,24117294,"[u'new', u'updat']"
1107,24117294,"[u'ray', u'barretto', u'ritmo', u'sabroso', u'el', u'watusi', u'tico', u'1962']"
1108,24117294,"[u'new', u'sound', u'ad']"
1109,24117294,"[u'soundclip', u'just', u'ad']"
1110,24117294,"[u'new', u'soundclip', u'just', u'ad']"
1111,24117294,"[u'timmi', u'thoma', u'cant', u'live', u'togeth', u'funki', u'glade', u'1972']"
1112,24117294,"[u'hical45', u'timmi', u'thoma', u'cant', u'live', u'togeth', u'funki', u'glade', u'1972']"
1113,24117294,"[u'timmi', u'thoma', u'cant', u'live', u'togeth', u'funki', u'glade', u'1972']"
1114,24117294,"[u'precis', u'youll', u'soon', u'gone', u'love', u'drew']"
1115,24117294,"[u'mami', u'galor', u'aint', u'necessari', u'dont', u'think', u'stand', u'st', u'lawrenc', u'1966']"
1116,24117294,"[u'new', u'northern', u'soul', u'45', u'post']"
1117,86114354,"[u'gm', u'twitterland', u'yall']"
1118,86114354,"[u'1exoticrebel', u'im', u'girlbut', u'dont', u'want', u'lol']"
1119,86114354,"[u'damn', u'im']"
1120,86114354,"[u'thejuelzsantana', u'im', u'watch', u'lol', u'good', u'look']"
1121,86114354,"[u'home', u'cook', u'dinner', u'excit', u'right', u'wrong']"
1122,86114354,"[u'kill', u'know', u'much', u'love', u'melani', u'fiona']"
1123,86114354,"[u'robynlatoi', u'bout', u'way', u'turnt', u'mingl', u'friday', u'catch', u'us', u'buildingdrunk', u'thang']"
1124,86114354,"[u'damn', u'im', u'full', u'chili', u'best']"
1125,86114354,"[u'wonder', u'men', u'nosi', u'act', u'like', u'b']"
1126,86114354,"[u'robynlatoi', u'cant', u'wait', u'till', u'friday', u'put', u'us', u'list']"
1127,86114354,"[u'myfabolouslif', u'happi', u'birthday']"
1128,86114354,"[u'run', u'get', u'done', u'da', u'banggaz']"
1129,86114354,"[u'miakhyrra', u'take', u'lol']"
1130,86114354,"[u'anybodi', u'want', u'sister', u'dd', u'weekend', u'take', u'applicationspleas', u'nobodi', u'warrantslmao']"
1131,86114354,"[u'1exoticrebel', u'oh', u'will', u'just', u'need', u'dd', u'wont', u'get', u'arrest', u'wastedlmao']"
1132,86114354,"[u'1exoticrebel', u'thank', u'show', u'sister', u'love', u'wast', u'weekendlol']"
1133,86114354,"[u'gm', u'twitterland', u'want', u'give', u'happi', u'birthday', u'shout', u'sister', u'robynlatoi', u'yall', u'can', u'catch', u'mingl', u'friday', u'gucci']"
1134,86114354,"[u'damn', u'damn', u'damn']"
1135,86114354,"[u'robfetti', u'know', u'im', u'late', u'total', u'understand', u'u', u'come', u'liter']"
1136,86114354,"[u'what', u'damn', u'chang', u'twitter']"
1137,86114354,"[u'nickiminaj', u'getem', u'nicki']"
1138,86114354,"[u'damn', u'stalker', u'back', u'ppl', u'need', u'stop', u'play', u'phone', u'joke', u'bc', u'laughingstop', u'send', u'wack', u'azz', u'pic']"
1139,86114354,"[u'robfetti', u'can', u'get', u'song', u'headi', u'need', u'rington', u'somethinglmao']"
1140,86114354,"[u'1exoticrebel', u'girl', u'day', u'like', u'make', u'extra', u'lazi']"
1141,86114354,"[u'1exoticrebel', u'sun', u'girl', u'just', u'cloud', u'possibl', u'rain']"
1142,86114354,"[u'just', u'got', u'bore', u'meet', u'ever', u'ugh']"
1143,86114354,"[u'miakhyrra', u'fro', u'definit', u'poppin', u'miareneelol']"
1144,86114354,"[u'goodmorn', u'twitterland', u'rise', u'grind']"
1145,86114354,"[u'robynlatoi', u'girl', u'just', u'done', u'fool']"
1146,86114354,"[u'never', u'talk', u'guy', u'whose', u'nicknam', u'captain', u'hooklos', u'wrong', u'number', u'gave', u'lameeeh']"
1147,86114354,"[u'lame', u'wrong', u'number', u'text', u'send', u'pic', u'like', u'dude', u'idk', u'u', u'can', u'paint']"
1148,86114354,"[u'stay', u'tip', u'tongu', u'tonguemi', u'tongu', u'jag', u'edg', u'gotta', u'loveem']"
1149,86114354,"[u'1exoticrebel', u'girl', u'think', u'govern', u'tri', u'hint', u'us', u'stuff', u'movi', u'won', u'think', u'reallol']"
1150,86114354,"[u'robynlatoi', u'right']"
1151,86114354,"[u'rt', u'robfetti', u'hott', u'new', u'musici', u'like', u'song', u'got', u'fan']"
1152,86114354,"[u'im', u'wonder', u'damn', u'cold', u'placeim', u'freez', u'brrrrrrrrr']"
1153,38709939,"[u'one', u'band', u'one', u'stage', u'tune', u'u2', u'live', u'global', u'webcast', u'rose', u'bowl', u'octob', u'25th', u'830', u'pm', u'pt']"
1154,38709939,"[u'check', u'teaser', u'upcom', u'weezer', u'video', u'premier']"
1155,38709939,"[u'video', u'premier', u'allamerican', u'reject', u'throw', u'hous', u'parti', u'new', u'video', u'direct', u'paul', u'hunter', u'wanna']"
1156,38709939,"[u'video', u'premier', u'wolfmoth', u'new', u'moon', u'rise']"
1157,38709939,"[u'ladi', u'gaga', u'news', u'ladi', u'gaga', u'announc', u'monster', u'ball']"
1158,38709939,"[u'world', u'premier', u'black', u'eye', u'pea', u'new', u'video', u'meet', u'halfway', u'now', u'avail', u'itun']"
1159,38709939,"[u'dont', u'forget', u'1', u'tweet', u'enter', u'win', u'wild', u'thing', u'prize', u'pack']"
1160,38709939,"[u'laptop', u'new', u'stereo', u'check', u'hp', u'envi', u'15', u'beat', u'notebook', u'pc', u'beat', u'dre', u'audio', u'optim', u'sound', u'experi']"
1161,38709939,"[u'video', u'premier', u'onerepubl', u'right', u'move', u'repost', u'click', u'share', u'add', u'review']"
1162,38709939,"[u'ladi', u'gaga', u'fame', u'monster', u'112409', u'feat', u'bad', u'romanc', u'tweet', u'reveal', u'cover', u'now', u'gagafamemonst']"
1163,38709939,"[u'la', u'roux', u'chat', u'live', u'cherrytre', u'radio', u'right', u'now', u'tune']"
1164,38709939,"[u'video', u'day', u'flyleaf']"
1165,38709939,"[u'tweet', u'reveal', u'wolfmoth', u'cosmic', u'egg', u'preview', u'track', u'04', u'sundial', u'album', u'everywher', u'octob']"
1166,38709939,"[u'check', u'noah', u'whale', u'first', u'day', u'spring', u'avail', u'now']"
1167,38709939,"[u'check', u'depth', u'interview', u'wolfmoth', u'jambas']"
1168,38709939,"[u'tweet', u'reveal', u'wolfmoth', u'cosmic', u'egg', u'preview', u'track', u'03', u'white', u'feather', u'album', u'everywher', u'octob']"
1169,38709939,"[u'new', u'music', u'tuesday', u'check', u'tokio', u'hotel', u'new', u'album', u'humanoid']"
1170,38709939,"[u'tweet', u'reveal', u'wolfmoth', u'cosmic', u'egg', u'preview', u'track', u'01', u'california', u'queen', u'album', u'everywher', u'octob']"
1171,38709939,"[u'check', u'brand', u'new', u'video', u'medic', u'afi', u'leav', u'review']"
1172,38709939,"[u'can', u'still', u'win', u'sign', u'lebron', u'jame', u'poster', u'film', u'game', u'50', u'prize', u'go', u'enter']"
1173,38709939,"[u'san', u'francisco', u'want', u'see', u'free', u'screen', u'morethanagam', u'tonight', u'save', u'seat', u'tweep', u'hurri', u'amc', u'metreon', u'8', u'pm']"
1174,38709939,"[u'rt', u'afi', u'fan', u'minneapoli', u'area', u'can', u'meet', u'band', u'tonight', u'best', u'buy', u'richfield', u'band', u'will', u'sign', u'copi', u'crash', u'love', u'8pm']"
1175,38709939,"[u'check', u'premier', u'new', u'video', u'releas', u'agn', u'leav', u'review', u'let', u'everyon', u'know']"
1176,38709939,"[u'rt', u'afi', u'begin', u'5pm', u'best', u'buy', u'coast', u'mesa', u'will', u'distribut', u'sign', u'pass', u'crash', u'love', u'purchas', u'300', u'pass', u'avail']"
1177,38709939,"[u'enter', u'win', u'sign', u'lebron', u'jame', u'poster', u'film', u'game', u'50', u'prize', u'just', u'click']"
1178,38709939,"[u'check', u'premier', u'new', u'video', u'rise', u'savior']"
1179,38709939,"[u'enter', u'win', u'sign', u'lebron', u'jame', u'poster', u'film', u'game', u'50', u'prize', u'just', u'click', u'mtag']"
1180,38709939,"[u'tweet', u'win', u'wild', u'thing', u'limit', u'edit', u'film', u'prize', u'pack', u'soundtrack']"
1181,38709939,"[u'want', u'see', u'afi', u'roxi', u'hollywood', u'tonight', u'well', u'youv', u'got', u'one', u'last', u'chanc', u'via', u'rundown']"
1182,38709939,"[u'verse2hook', u'last', u'question', u'get', u'notic', u'interscop', u'perform', u'lot', u'put', u'lot', u'music', u'via', u'dg21']"
1183,38709939,"[u'verse2hook', u'next', u'question', u'via', u'sunw1985', u'like', u'song', u'near', u'futur']"
1184,38709939,"[u'verse2hook', u'club', u'banger', u'new', u'album', u'like', u'buy', u'round', u'via', u'djmonarck']"
1185,38709939,"[u'verse2hook', u'next', u'question', u'like', u'grow', u'virgin', u'island', u'via', u'slidestream']"
1186,38709939,"[u'verse2hook', u'first', u'question', u'album', u'that', u'go', u'make', u'uniqu', u'high', u'replay', u'valu', u'via', u'ohshoot']"
1187,38709939,"[u'start', u'interview', u'verse2hook', u'first', u'question', u'come', u'right']"
1188,38709939,"[u'twitter', u'interview', u'today', u'vers', u'simmond', u'verse2hook', u'submit', u'question', u'via', u'repli', u'now']"
1189,38709939,"[u'get', u'wolfmoth', u'cosmic', u'van']"
1190,38709939,"[u'fame', u'kill']"
1191,38709939,"[u'video', u'day', u'featur', u'clip', u'lebron', u'jame', u'documentari', u'game', u'forev', u'featur']"
1192,38709939,"[u'check', u'afi', u'crash', u'love', u'premier', u'listen', u'now']"
1193,38709939,"[u'check', u'premier', u'new', u'music', u'video', u'diddydirti', u'money', u'love', u'come']"
1194,38709939,"[u'enter', u'dashboard', u'confession', u'alter', u'end', u'flyaway', u'chanc', u'win', u'trip', u'see', u'dc', u'ny', u'enter', u'now', u'rt']"
1195,38709939,"[u'check', u'photo', u'set', u'bad', u'romanc', u'music', u'video', u'smash', u'singl']"
1196,from Lady Gaga's new album... http://fb.me/35ztv7I,[u'nan']
1197,38709939,"[u'tweet', u'lyric', u'new', u'maryjblig', u'song', u'rt']"
1198,38709939,"[u'offici', u'street', u'team', u'puddl', u'mudd', u'launch', u'check', u'now', u'new', u'album', u'drop', u'120809']"
1199,38709939,"[u'offici', u'street', u'team', u'puddl', u'mudd']"
1200,launched! Check it out now! --> http://puddleofmudd.fancorps.com,[u'nan']
1201,-... http://fb.me/2ZLlLei,[u'nan']
1202,38709939,"[u'click', u'attend', u'invit', u'friend', u'spread', u'word', u'wale', u'attent', u'deficit']"
1203,38709939,"[u'attent', u'deficit', u'wale', u'album', u'current', u'2', u'itun', u'chart']"
1204,#Attentiondeficit is the #8 trending topic on twitter! RT,[u'nan']
1205,38709939,"[u'click', u'watch', u'video', u'ladygaga', u'bad', u'romanc', u'now', u'gaga', u'new', u'album', u'fame', u'monster', u'come', u'112309']"
1206,38709939,"[u'rt', u'crookedvultur', u'stream', u'full', u'crook', u'vultur', u'album', u'now', u'click']"
1207,38709939,"[u'stream', u'full', u'crook', u'vultur', u'album', u'now', u'youtub', u'crookedvultur']"
1208,38709939,"[u'want', u'win', u'parti', u'rock', u'tour', u'prize', u'pack', u'custom', u'white', u'beat', u'dre', u'headphon', u'enter', u'now']"
1209,38709939,"[u'head', u'itun', u'get', u'copi', u'50', u'cent', u'new', u'album', u'self', u'destruct']"
1210,38709939,"[u'wanna', u'join', u'offici', u'dashboard', u'confession', u'street', u'team', u'free', u'can', u'earn', u'cool', u'merch', u'help']"
1211,38709939,"[u'rt', u'50cent', u'attent', u'new', u'album', u'beforeiselfdestruct', u'will', u'avail', u'exclus', u'itun', u'novemb', u'9th', u'rt', u'pl']"
1212,38709939,"[u'rt', u'maryjblig', u'wow', u'much', u'fun', u'thx', u'ny', u'invit', u'congat']"
1213,38709939,"[u'1', u'trend', u'topic', u'twitter', u'rt', u'50cent', u'gotta', u'stay', u'grind', u'beforeiselfdestruct']"
1214,38709939,"[u'rt', u'50cent', u'let', u'make', u'beforeiselfdestruct', u'trend', u'topic', u'keep', u'destruct', u'stay', u'move', u'beforeiselfdestruct']"
1215,38709939,"[u'new', u'releas', u'shwayz', u'let', u'beat', u'avail', u'now']"
1216,38709939,"[u'rt', u'buzznet', u'amaz', u'pic', u'afi', u'tulsa', u'meet', u'greet']"
1217,38709939,"[u'raditud', u'new', u'weezer', u'album', u'399', u'amazon', u'mp3']"
1218,38709939,"[u'check', u'world', u'premier', u'50', u'cent', u'new', u'video', u'babi', u'ft', u'neyo', u'star', u'kelli', u'rowland', u'rt']"
1219,38709939,"[u'upload', u'best', u'halloween', u'photo', u'make', u'fame', u'monster', u'true', u'fame', u'monster', u'will', u'featur']"
1220,38709939,"[u'dont', u'miss', u'free', u'download', u'orianthi', u'new', u'song', u'accord', u'itun', u'week', u'click', u'link', u'get']"
1221,38709939,"[u'rad', u'question', u'member', u'weezer', u'go']"
1222,38709939,"[u'introduc', u'crook', u'vultur', u'new', u'fang', u'click', u'share', u'leav', u'review']"
1223,38709939,"[u'check', u'wolfmoth', u'cosmic', u'egg', u'avail', u'699', u'shockhound']"
1224,38709939,"[u'new', u'releas', u'monday', u'check', u'debut', u'orianthi', u'believ']"
1225,38709939,"[u'check', u'video', u'clip', u'magic', u'makeup', u'fresh']"
1226,band's all acoustic set at the Bridge School... http://bit.ly/HKz2K,[u'nan']
1227,38709939,"[u'help', u'wolfmoth', u'reveal', u'secret', u'cosmic', u'egg', u'win', u'wolfmoth', u'sign', u'lithograph']"
1228,38709939,"[u'music', u'video', u'premier', u'friday', u'dont', u'miss', u'premier', u'orianthi', u'video', u'accord']"
1229,38709939,"[u'check', u'world', u'premier', u'weezer', u'video', u'your', u'wonder', u'want', u'want', u'rt']"
1230,38709939,"[u'help', u'reveal', u'new', u'dashboard', u'confession', u'song', u'get', u'chriscarrabba', u'16000', u'follow', u'altertheend', u'1110', u'rt']"
1231,38709939,"[u'new', u'music', u'video', u'check', u'love', u'chase', u'carney']"
1232,38709939,"[u'countdown', u'fame', u'monster', u'begun', u'ladi', u'gaga', u'new', u'album', u'112309', u'watch', u'trailer', u'now', u'rt']"
1233,38709939,"[u'rt', u'crookedvultur', u'album', u'store', u'now', u'buy', u'now', u'itun', u'get', u'free', u'bonu', u'track']"
1234,38709939,"[u'puddl', u'mudd', u'join', u'travi', u'pastrana', u'member', u'mtv', u'nitro', u'circu', u'intergalact', u'alien', u'dancer']"
1235,38709939,"[u'new', u'music', u'video', u'monday', u'check', u'new', u'video', u'lmfao', u'featur', u'lil', u'jon', u'shot', u'leav', u'review']"
1236,38709939,"[u'investig', u'soshyshi', u'steal', u'timbaland', u'track', u'look', u'clue', u'can', u'anyon', u'help', u'theshockvalueaffair']"
1237,38709939,"[u'ladi', u'gaga', u'fame', u'monster', u'avail', u'now', u'itun', u'799', u'rt']"
1238,57802807,"[u'worldsthinnestbook', u'get', u'good', u'jayz', u'lil', u'mama']"
1239,57802807,"[u'worldsthinnestbook', u'patienc', u'chri', u'brown']"
1240,57802807,"[u'worldsthinnestbook', u'pay', u'due', u'gucci', u'mane']"
1241,57802807,"[u'mightywoeson', u'hahahayour', u'paint', u'bodi']"
1242,57802807,"[u'rt', u'mightywoeson', u'headlineznooz', u'oh', u'shit', u'son', u'what', u'gud', u'much', u'dude', u'let', u'tweet', u'jail']"
1243,57802807,"[u'mightywoeson', u'kinda', u'look', u'like', u'ben', u'davi', u'need', u'haircut']"
1244,57802807,"[u'itsthelionsfor', u'godsak']"
1245,57802807,"[u'rt', u'mightywoeson', u'good', u'will', u'give', u'fuck', u'peopl', u'brown', u'creator', u'dicki', u'hous', u'slipper']"
1246,57802807,"[u'threewordsaftersex', u'pleas', u'stop', u'talk']"
1247,57802807,"[u'jaykinko', u'dood', u'today', u'bore', u'big', u'plan', u'bee']"
1248,57802807,"[u'threewordsaftersex', u'still']"
1249,57802807,"[u'aplu', u'think', u'bang', u'gucci', u'ghostwrit', u'like', u'sing', u'voiceh', u'just', u'need', u'autotun', u'wrap']"
1250,57802807,"[u'wooood', u'special', u'guuuullllll']"
1251,57802807,"[u'aplu', u'twitter', u'got', u'actual', u'wast', u'87', u'second', u'life', u'lookin', u'dude']"
1252,57802807,[u'rtn8thegr8cuf']
1253,I wonder if someone has gucci mayne in they're top 5 lyrical mc's <--- for the sake of hip hop...i pray not.,[u'nan']
1254,57802807,"[u'evergreenon', u'long', u'didnt', u'pay', u'see', u'theater', u'your', u'good']"
